,title,imageUrl,description,dateCreated,duration,reviewBody,movieUrl,starRating,actors,directors
366,The Sting (1973) - IMDb,https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_.jpg,Two grifters team up to pull off the ultimate con.,2021-11-19,2H9M,"I was blown away by &quot;The Sting.&quot; I&apos;m a fan of caper films such as the &quot;Ocean&apos;s Eleven&quot; or &quot;National Treasure&quot; movies, and this is no exception (in fact, this is probably the best caper film I&apos;ve seen). I didn&apos;t think Robert Redford and Paul Newman would be able to top &quot;Butch Cassidy and the Sundance Kid,&quot; their previous film together, but they totally did. It&apos;s a great plot that ends up &quot;stinging&quot; not only the characters but the audience as well (see it to find out what I mean). It&apos;s a great balance between comedy and drama; it can be quite dramatic, but when it&apos;s funny, it&apos;s very funny. The plot involves Newman and Redford taking revenge on a gangster who killed one of their men. It&apos;s a complex, fun-filled story that entertains and mesmerizes. Some people are shot with guns, but nothing in the film is too difficult for the average person to watch, in my opinion. Not only are Newman and Redford excellent, but so is the supporting cast, including Robert Shaw, Harold Gould, and Charles Durning. The film won Best Picture of 1973, which was deserved. The film is just excellent. One of my personal favorites.",https://www.imdb.com/title/tt0070735/,8.3,"['Paul Newman', 'Robert Redford', 'Robert Shaw']",['George Roy Hill']
367,Like Stars on Earth (2007) - IMDb,https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_.jpg,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,2007-12-22,2H42M,"A good film on children has always been much needed for Indian film-goers. And when in this moment of dearth one gets treated to a movie that simply touches the soul - needless to say - Taare Zameen Par - does just that.

Aamir Khan proves his mettle as a director. As an actor he is fabulous. The story captures a look at a middle class family who feel the younger kid (Darsheel Safary) is not a patch on the elder one who is a topper at class. The younger one is always struggling with his ABCs and spends more time out of his class rather than inside.

Its only when he is sent to boarding school with the hope that an iron fist will help him improve that he comes across art teacher (Aamir Khan) who correctly identities his problem of suffering from dyslexia and decides to unleash his creativity and make him an achiever.

To know more one should watch this movie since it has elements that everyone could relate towards while at school or boarding, and brings into focus the need for underprivileged and slow learning children to be given the chance to prove themselves with patience and love that would help them merge with mainstream education and become worthwhile contributors.

Brilliant job Aamir and your team for treating the subject with respect, honesty and flair. Darsheel Safary as the struggling kid has done total justice to his role and puts in a performance that will always be remembered.

The movie will make you cry, make you laugh, make you rejoice and come out feeling that there are some people out there who take Indian cinema several notches higher.",https://www.imdb.com/title/tt0986264/,8.3,"['Darsheel Safary', 'Aamir Khan', 'Tisca Chopra']","['Aamir Khan', 'Amole Gupte']"
368,Indiana Jones and the Last Crusade (1989) - IMDb,https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_.jpg,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",2015-10-16,2H7M,"Indiana Jones and the Last Crusade (1989) is an Action Classic adventure better film than Temple of Doom , is still the best follow up in the trilogy and clever. It is also the greatest sequel of all time. It is one of my personal favorite adventure movies of all time. I love this movie to death. 

I loved it as a child and I still love it. After the dark middle chapter it was time for Indy to return to form and more lighthearted fair. Indiana Jones and the Last Crusade was the answer. Not to mention that bringing in Bond aka Sean Connery as Indy&apos;s dad was perfect casting. Connery adds his own whit &amp; charm along with Indy&apos;s usual counterparts who where missed in The Temple of Doom. Last Crusade also bookends the trilogy well since the artifact he is after is related to God. While &quot;Indiana Jones and the Last Crusade&quot; isn&apos;t by any means what I would consider a stellar film, it was still an enjoyable and memorable theatrical experience, and in my opinion, easily ranks as the best sequel in the series. For all its faults and shortcomings (perhaps most of all, River Phoenix&apos; laughably terrible haircut as the young Indy), the film succeeds in hitting the key notes at the proper moments, thus drumming up enough of the right combination of story and thematic elements, action and humor to make it worthwhile. Nevertheless, the bottom line is that it still pales in comparison to the level of across-the-board excellence that was achieved in the original 1981 movie. Still though, fans of this one will definitely want to pick up this excellent release, of which, throughout the entire presentation, I only came across a handful of things I thought could possibly be improved upon technically.

This is probably the best installment of the Indiana Jones series. Raiders is a spectacular introduction to Dr. Jones and his style, Temple of Doom is an awesome Action, Adventure flick! Last Crusade rights the ship again with a go-for-broke production. Everything about it is huge- Jones is saving the planet from the Nazis for the second time. The budget was in place and off went Spielberg to make an epic, successfully. The film is bookended by two of the best things to appear in any of Spielberg&apos;s output: A young Indiana &quot;beginning&quot; his archaeological career, losing his treasure- just like the opening of Raiders- and being told by the man in his trademark hat &quot;You lost today kid, but that doesn&apos;t mean you have to like it.&quot; and at the end, riding off into the sunset, literally. Such a conclusion could be seen as contrived but it works so well here. 

Indiana Jones and the Last Crusade has lots of hand-to-hand combat, action-filled chases, and gun fights. Main characters are in near-constant peril, and one is shot point blank and almost bleeds to death. Minor characters are killed in somewhat gruesome ways, including beheading; a bad guy meets his end in a fairly disturbing scene. There&apos;s a bit of kissing/banter, and it&apos;s implied that two men have slept with the same woman. Language is mild, and there&apos;s ultimately a strong message about the importance of the father-son relationship.

Indiana Jones and the Last Crusade is a 1989 American adventure film directed by Steven Spielberg, from a story co-written by executive producer George Lucas. It is the third installment in the Indiana Jones franchise. A cult film, still one of my favorite films in the series and the last good Indiana Jones movie we didn&apos;t need another sequel after third release. There&apos;s nothing more exciting than trying to keep up with the Joneses in Indiana Jones and the Last Crusade. Indy&apos;s Nazi enemies are back and have kidnapped his father, Professor Henry Jones Sr. (Sean Connery), in their effort to locate the sacred Holy Grail. Following a trail from America to Venice to the deserts of the Middle East, it&apos;s up to Indy (Harrison Ford) to save his father, save the Grail and save the day in this non-stop, action-packed adventure the whole family will treasure.

The chemistry between Sean Connery and Harrison Ford makes this movie a stand out from the rest of the series. The story of their father and son relationship wrapped in the search for the holy grail is what makes this spectacular Indy movie, a more meaningful adventure. 10/10 Bad Ass Seal Of Approval",https://www.imdb.com/title/tt0097576/,8.2,"['Harrison Ford', 'Sean Connery', 'Alison Doody']",['Steven Spielberg']
369,Metropolis (1927) - IMDb,https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg,"In a futuristic city sharply divided between the working class and the city planners, the son of the city&apos;s mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",2019-01-30,2H33M,"Whenever people are asked what they consider to be revolutionary and historically significant in terms of classic cinema, one answer that frequently comes up is Metropolis, and it&apos;s not hard to see why. In addition to being a very impressive technical achievement for its time, the film is well known as the very first feature-length sci fi film. While it wasn&apos;t met with a very warm reception upon its release (not to mention having been cut since then), it has made a massive impact over the decades for its biting allegory and themes of purity mixed in with knowledge and strength.

Set in a futuristic urban dystopia, high class city planner Joh Fredersen lives in the Tower of Babel around the prestigious city, which is atop its underground equivalent filled with workers who manage the machinery that support it. The actual story revolves around Joh&apos;s son Freder and the holy figure Maria trying to overcome the major split between the two parts. Director Fritz Lang and writer Thea von Harbou develop the film&apos;s plot through world building, as it&apos;s made clear from the start that the workers of the surface-level power plant toil with the equipment tirelessly year by year. Satirically, the workers are the clocks controlled by the ringleader Frederson. In a way, the film lets the viewers think about the societal differences between individuals and power without spoon-feeding the message as much as showcasing it through distinctive nations.

Admittedly, the film doesn&apos;t really develop the characters outside of their basic tropes and goals, but they&apos;re by no means bad. If anything, they&apos;re meant more to guide the events of the different classes throughout the story&apos;s progression. Freder knows all the wrong doings of tampering with technology, therefore he wishes there to be a proper balance between the thinkers and the builders, hence why he adores Maria so much. Speaking of Maria, she is the saintly guide to the workers looking for hope, but her purity comes at a price of the mad scientist Rotwag who builds a robot to replicate his loved one Hel (who ended up becoming Freder&apos;s mother). Without spoiling much, let&apos;s just say that what he does to Maria really causes the film to get suspenseful. The remaining cast are mainly easily manipulated individuals looking for the right voice to lead them.

But of course, the feature&apos;s visual style is timelessly breathtaking. Most of the special effects were huge innovations at a time of severe technological limitations, and some even work as substance depending on some given scenes (like the mythos behind the Tower of Babel). Many of the contraptions and backdrops have clearly inspired the likes of Blade Runner, Futurama and even Batman over the years, mainly through the gothic architect and abstract landscapes. Admittedly, a lot of the acting is really over the top by today&apos;s standards, but that&apos;s more attributed to the dynamic gestural performances commonplace back in the day. That, and many scenes do kind of drag on a bit for their own good. However, the narrative and message are meant to be told through these elaborate sets and melodramatic performances to gain the necessary emotional resonance for such an ambitious project like this.

In conclusion, Metropolis is a prime example of how something can stand the test of time through technical brilliance and emotional resonance based on a political allegory. It&apos;s funny how Fritz Lang believed this film to be the prediction of how the future would be perceived back in the 1920s, because it&apos;s not too far off from today. Technology is a great usage and all, but all the amazing knowledge and manual labor in the world are nothing without the necessary negotiating in case one spirals out of control, something that many corporations these days fail to realize. If you are yet to check this film out, definitely feel free to do so to remind yourself how important it is to maintain order around advanced infrastructure.",https://www.imdb.com/title/tt0017136/,8.3,"['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich']",['Fritz Lang']
370,Snatch (2000) - IMDb,https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2002-02-06,1H42M,"I am a 33 year old woman in a flowered dress who doesn&apos;t drink, rarely swears, sleeps with a teddy bear, and has never raised a hand to anyone in my life.  But I liked this movie a lot, and according to someone who wrote a review earlier, that makes me personally responsible for the violence in America.  I&apos;m sorry - I never intended to hurt anyone.

As for the movie - I usually get confused in fast-paced movies with so many characters, but when I watched Snatch I was able to keep all the characters straight pretty easily because each one had something unique and quirky about him.  I liked that, and I liked the accents, and I liked the silly plot-twist humor, and I liked the dogs.  The evil men were EVIL (&quot;so evil you would call it the froo-its of the dev-eel&quot; to quote Mike Meyers).  The bumbling men were endearing.  The music was great.  

It was very violent (more so than Pulp Fiction, I think).  Yet somehow it did not offend me and looking back at it I still laugh out loud.

Oh, and I never saw &quot;Lock, Stock, and Two Smoking Barrels&quot;, for whatever that&apos;s worth.",https://www.imdb.com/title/tt0208092/,8.2,"['Jason Statham', 'Brad Pitt', 'Stephen Graham']",['Guy Ritchie']
371,1917 (2019) - IMDb,https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_.jpg,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",2020-04-10,1H59M,"I am not particularly a huge fan of war films. Much of it is because they too often glamorize war or present bullet-proof heroes who are anything but realistic. However, I am glad I watched &quot;1917&quot; because neither of these problems exist in the story plus it&apos;s a very good depiction of war and the awfulness of it...particularly WWI.

The story is very simple...two lance corporals are sent on a mad dash across enemy territory to alert troops on the other side of this no-man&apos;s land that they are walking into a trap. The film shows their journey and the thrilling finale.

The plot is among the simplest I&apos;ve seen in a war film and the movie is really about action and the men&apos;s struggle to sneak across the battlefield and alert their troops....simple. Yet it was made so thoughtfully and realistically that it really worked well. A brilliantly made film...among the best I&apos;ve seen about war. But it&apos;s also very graphic and unpleasant....so be forewarned.",https://www.imdb.com/title/tt8579674/,8.2,"['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays']",['Sam Mendes']
372,L.A. Confidential (1997) - IMDb,https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_.jpg,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",2003-11-23,2H18M,"In the gritty LA of the 1950&apos;s, stardom is the boom industry and all is about appearance and visual image.  However under the surface drug use is rife, prostitution is rampant and the police officers are violent thugs.  In the middle of this are three officers with different aims.  Ed Exley is an ambitious young officer who will do anything to climb the ranks, Bud White is a muscle man and gets the job done while Jack Vincennes is only concerned with celebrity busts and getting his face in the paper.  When the three come together on a coffee shop killing that brings in elements of cases they are following they solve it together.  However each has suspicions that something is not right.

I&apos;m sorry to say that I didn&apos;t pick up on this at the cinema and it wasn&apos;t until the Oscars brought it to my attention that I first saw it.  Since then I have seen it several times and have enjoyed it every time.  The plot is slightly complex (although maybe not by the genre&apos;s standards) and it isn&apos;t simplified for the audiences sake  it respects the audience enough to trust us to keep up with it&apos;s pace.  The film is split into three strands dictated by the characters, they are not quite distinct but are mostly intertwined the whole way through  coming together in the final hour to great effect.

The pace of the telling is great; it has moments of drama, of tension and great action.  Hanson has done a great job with the direction, he has a great sense of place and time to his 50&apos;s Hollywood  whether it be the stars&apos; lives or the black suburbs  but he directs each scene with a sense of tension and urgency that the material deserves.  The final twist is OK if not great but it is more the telling of the story that is enjoyable, not just the denouncement.

The casting did a great job of getting growth names and established qualities but no one huge star who could dominate the film.  It is the Australian stars that stand out here.  Pearce is excellent with a subtly changing character but it is Crowe that sticks in the memory with a very strong character and a performance to match.  Spacey is as quality as he ever is (or at least, was for a few years either side of this film) and the support cast is as good with De Vito, Basinger, Cromwell, Rifkin, Strathairn and Guilfoyle.

There is nothing I really dislike about this film.  The longer than average running time is not a problem as it easily fills it without dragging at any point.  The film oozes class and has a great tough plot from Ellroy where nothing is as simple as right/wrong and everything comes together at the end.  A real classy film with brains and brawn which continues to be one of my favourites of recent years.",https://www.imdb.com/title/tt0119488/,8.2,"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce']",['Curtis Hanson']
373,I'm Still Here (2024) - IMDb,https://m.media-amazon.com/images/M/MV5BM2FjMjBiZjgtZDkyYy00YTRlLTk5N2QtODE2ZWIyYWE0Yzg0XkEyXkFqcGc@._V1_.jpg,"A mother is forced to reinvent herself when her family&apos;s life is shattered by an act of arbitrary violence during the tightening grip of a military dictatorship in Brazil, 1971.",2025-01-12,2H17M,"This movie is pure magic. Beautifully photographed and perfect in every detail. Walter Salles has once again performed a miracle - his movie is absolutely flawless. What can be said about Fernanda Torres? Her performance is BRAVURA. It is a very subtle and nuanced performance, she does not burst into tears or screams like in melodramas. Her eyes show it all. What a brilliant actress! Selton Mello is a HUGE surprise, I thought he was some sort of supporting role, but he plays a very important role in the first half of the movie. Perfect acting. All in all, this film is a must see for everyone in the world who cares about the future of humanity.",https://www.imdb.com/title/tt14961016/,8.8,"['Fernanda Torres', 'Fernanda Montenegro', 'Selton Mello']",['Walter Salles']
374,Bicycle Thieves (1948) - IMDb,https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_.jpg,"In post-war Italy, a working-class man&apos;s bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",2010-03-23,1H29M,"In the post-war Rome, after more than two-year unemployment, the family man Antonio Ricci (Lamberto Maggiorani) finally finds a disputed job position putting up posters that requires having a bicycle. However, he needs to retrieve his bicycle in the pawn shop but he does not have money. His wife Maria (Lianella Carell) pawns their bed sheets and uses the money to recover the precious bicycle. Antonio envisions a better life for his family with his salary, overtime and benefits. Unfortunately, his bicycle is stolen on the first working day. Antonio and his son Bruno (Enzo Staiola) spend the Sunday chasing the bicycle and the thief on the streets of Rome.

&quot;Ladri di Biciclette&quot; is a heartbreaking masterpiece of the Italian Neo- Realism and one of the best movies of cinema history ever. This is the third time that I watch this unforgettable film that makes me sad with the desperation of Antonio and his lack of perspective in the end. There are memorable touching scenes, like Bruno eating pizza in the restaurant wearing a torn coat and contrasting with the wealthy family; or the happiness of the clumsy Antonio putting up the poster of Rita Hayworth in &quot;Gilda&quot;; or the indecision of Bruno between a dish of soup in the church or chasing the old man with his father; or the shame of Antonio in the end. The DVD released in Brazil by Spectra Nova has good quality of image, subtitles in yellow but no Extras. The DVD released by Versátil uses the same matrix of Spectra Nova but with subtitles in white, and it is difficult the reading by the viewer. However, there are many Extras. My vote is ten.

Title (Brazil): &quot;Ladrões de Bicicleta&quot; (&quot;Thieves of Bicycle&quot;)",https://www.imdb.com/title/tt0040522/,8.3,"['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell']",['Vittorio De Sica']
375,Downfall (2004) - IMDb,https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator&apos;s final days in his Berlin bunker at the end of WWII.",2004-11-12,2H36M,Der Untergang makes you live the horrors and craziness of war. Bruno Ganz&apos;s interpretation of Adolf Hitler is worthy of an Oscar. He is completely believable. Also the rest of the cast performs admirably. You feel transported to Berlin as it was bombarded by the Russians. You get a very clear insight (or an impression?) in how the military decisions were taken during those final days of the war. The movie balances well between large-scale effects of bombs exploding in ruined streets and depictions of different persons going though the experience  from Hitler and his staff in the well-protected bunkers to the principal military commanders torn between reason and loyalty and German civilians trapped in an inferno. The movie is neither pro-Nazi nor does it depict all Nazis as mindless monsters. It gives an impression of utter realism. Go see it in a good cinema  your seat will tremble as the bombs explode. A nine out of ten.,https://www.imdb.com/title/tt0363163/,8.2,"['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes']",['Oliver Hirschbiegel']
376,Dangal (2016) - IMDb,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",2020-11-01,2H41M,"Let this incredibly sincere biopic wrestle with your emotions, let it grab you around the waist and smash you through a glass ceiling like no other, let it hold you in its arms and flip you around until your head is spinning. A truly inspirational story of a family, of Geeta Phogat and her sister Babita Kumari, of their father Mahavir Singh Phogat, of the incredible journey, adventure and experience they undertake in order to achieve something spectacular and profound. With breathtaking performances all round, this is one film that will leave you in awe of the incredible things people can achieve in the most challenging of circumstances - an absolutely astonishing piece of film making.",https://www.imdb.com/title/tt5074352/,8.3,"['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh']",['Nitesh Tiwari']
377,Taxi Driver (1976) - IMDb,https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_.jpg,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",2004-10-30,1H54M,"A lonely Vietnam veteran who has insomnia spends his nights as a taxi driver in the dirty streets of New York, where he encounters a young prostitute who he tries to help make a difference. 

This is a very good film and one of Martin Scorsese best (Goodfellas being my fave). An excellent portrayal from Robert De Niro as Travis Bickle the cabbie and good performances from Jodie Foster as the child prostitute Iris Steensman, Cybill Shepherd, Peter Boyle and Harvey Keitel as a pimp called Sport. 

You actually get drawn into the isolation and anger that Travis is feeling towards these lowlifes and because of that you really feel sympathy for him. Though after a while the loneliness and the city really starts to haunt Travis&apos;s mind, causing violent instincts and paranoia. 

This film is filled with such memorable lines e.g.Travis Bickle &apos;You talking to me? Well I&apos;m the only one here.&apos; and the many powerful scenes that stay in your head after it&apos;s finished. The hypnotic cinematography is a standout, as if your seeing the harsh &amp; gritty New York streets and twisted people through the eyes of Travis when he is driving his cab. A great screenplay, a stunning score by Bernard Herrmann and a superb atmosphere created. 

This is a brutally compelling and bleak look at a decaying and corrupt society of the 70&apos;s. An unsettling gem of a film. 

5/5",https://www.imdb.com/title/tt0075314/,8.2,"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']",['Martin Scorsese']
378,Hamilton (2020) - IMDb,https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_.jpg,"The real life of one of America&apos;s foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",2020-07-04,2H40M,"I started watching this out of curiosity and to say I have seen it, being the cultural touchstone that it is. At first, I was a little detached, not liking the songs too much, and thinking I would probably just skip through to end in a minute. I couldn&apos;t stop watching and it really sucked me in. I have to say, I&apos;m not sure I would have enjoyed it at all, live in the theater. I benefited greatly from the captions and the ability to put it on pause to consult Wikipedia from time to time. The lyrics were so clever and really told the story. I ended up very moved and almost cheering at the end. Of course, now that I am familiar with the story, I would love to see it live and would enjoy it immensely. But I would strongly recommend this for a first time viewing. I will definitely re-watch. And probably again and again.",https://www.imdb.com/title/tt8503618/,8.3,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.']",['Thomas Kail']
379,The Wolf of Wall Street (2013) - IMDb,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",2018-10-24,3H,"It&apos;s no surprise that Scorsese is associated with the gangster genre with films such as The Departed, Goodfellas and Casino, of which the last two are possibly the best pure examples of the genre. In Goodfellas the gangsters are dangerous but they operate on a more underground level, in Casino they practically run a major city and can do whatever they like. The gangsters were and will always be a part in America&apos;s system. Now, the gangsters are not just accepted by the system, but are considered to be an integral part of it. In the first two films, the gangster is threatening and dangerous, but avoidable. In The Wolf of Wall Street, he&apos;s calling to hustle you at home and you don&apos;t even know it. Some people view The Wolf of Wall Street as a glorification of Jordan Belfort&apos;s lifestyle and want to be like him, as Scorsese portrays this life by its nature, enticing. That&apos;s the way it works, and it&apos;s impossible to portray it accurately without showing how a charismatic man like Belfort can suck an unsuspecting person into a world of money and fame. The film though, shows us just how empty and destructive that life can be.

There is an undeniable similarity between the instantaneous joy, energy and euphoria that we have while watching The Wolf of Wall Street and how Jordan Belfort lives his life, this is a movie where the director skillfully mixes form and content to create an experience which is as hyper and as instantly ecstatic as the life of its flashy and opportunistic characters.

The direction by Martin Scorsese which still has infectious energy and power is impeccable, there is no other director who has mastered pacing like he has. This is a three-hour movie that moves lightning fast and always manages to keep the audience invested in the story throughout the whole duration. Each scene is packed with so much visual information, and it is fast paced and quickly edited, which complements the general tone of the film. The cinematography by Rodrigo Prieto is gorgeous as well and displays an optimal color palette throughout the whole film. Each shot also looks precise, even during some of the more chaotic scenes.

The script is fantastic, filled with many great and memorable lines of dialogue. Every character has a well-defined arc and motives, and the story is given proper breathing room to blossom. The performances are also exquisite, especially Leonardo DiCaprio who gives one of the best performances of his career and portrays the opportunistic nature of Jordan Belfort&apos;s character with great commitment as you can see a lustful, hedonistic and impulsive sex &amp; drug-addict man who only wants to have more fun. Supporting him with equal passion is Jonah Hill as Donnie Azoff, Belfort&apos;s sidekick, and even he manages to make a mark of his own. Margot Robbie plays Naomi, Belfort&apos;s second wife and she does an alluring job in her given role. Matthew McConaughey is in for a very short duration as Mark Hanna, Belfort&apos;s mentor, but even in that little time, he is the show-stealer and he dominates the screen unlike anyone else.

Martin Scorsese and Terence Winter set out to create a film about the Wall Street excess, and by definition, it contains an excessive amount of everything, such as cursing, sex, nudity, drugs, alcohol and partying. But the film is not really about those things. The story of The Wolf of Wall Street boils down to money, that &quot;most-addictive drug&quot; Belfort speaks of, and not just what it can buy, but what it can do to people. Not just how it changes one&apos;s lifestyle but the effects it has on one&apos;s morals, beliefs, and values, and how it can effectively change not just how a person thinks and feels but how they operate at their core.

With a collection of truly incredible films, The Wolf of Wall Street stands out as one of Scorsese&apos;s best films, my personal favorite and by far his most humorous film to date. He truly went all out and it paid off in a hilarious satire on the reverence of money, drugs, women, and the admiration of a criminal money-maker. The Wolf of Wall Street is maddening cinema that&apos;s already high on coke but still continues to snort more white powder every 5 minutes for 3 hours. This is a fascinating vignette of excess, greed, abuse and decay and it&apos;s one of the best movies of the decade and surely one of the most entertaining movies ever made.",https://www.imdb.com/title/tt0993846/,8.2,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",['Martin Scorsese']
380,Batman Begins (2005) - IMDb,https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_.jpg,"After witnessing his parents&apos; death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",2006-04-13,2H20M,"To start off this review I&apos;d like to go back to the original batman series. Adam West hammed it up in what has to be the campest yet enjoyable version of batman. It was cheesy, it had the POW, WHACK, KABOOM, very very tongue-in-cheek which, brings me to my next point, is what batman eventually became. Batman, featuring Michael Keaton was a good film, keaton was a good batman, he portrayed the dark knight to a whole new army of fans, a darker batman, less camp, plus with a villain such as Jack Nicholson (turning in another great performance) as the Joker it was win win. Where from there? A sequel, Keaton yet again, Batman Returns, not as good as its predecessor but still a thoroughly enjoyable film with the villains being Penguin (Devito) and Catwoman (Pfeiffer) adding something different to the batman series. All is going well, then things start to go sour. Keaton is gone and in comes Kilmer who has to be the most wooden Batman ever, in come the clichés, the tongue in cheek one-liners and so on but Batman still has some credibility until, dare I mention it, Batman &amp; Robin. This ruined the Batman series with Clooney just being the eye-candy for the ladies, the addition of Batgirl (oh dear Lord) and the villains just coming out with the most tongue-in-cheek one liners ever, example Mr Freeze &quot;You&apos;re not sending me to the cooler&quot;, wrong, oh so wrong. Something had to be done and this was Batman Begins. This film rescues the Batman series single-handedly, it&apos;s a shame it didn&apos;t start off this way as it might not of died on it&apos;s rear. Bale is an inspired choice as Batman bringing a more serious side to Batman, the story is well paced, it&apos;s not all talk or just mind-numbing action, it actually keeps you gripped as you want to find more about Bruce Wayne&apos;s past. The only reason it misses out on a 10 is the quite pitiful bad guy scarecrow If you&apos;ve not seen it I don&apos;t want to give too much away about the story but throw away all your perceptions about Batman because Batman is back and Batman has truly begun. D-man.",https://www.imdb.com/title/tt0372784/,8.2,"['Christian Bale', 'Michael Caine', 'Ken Watanabe']",['Christopher Nolan']
381,Green Book (2018) - IMDb,https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,2019-01-02,2H10M,"Outstanding true story film showing that color doesn&apos;t define us, but how we act ourselves and towards others, does.

Great performances from the entire cast, especially Viggo Mortensen and Mahershala Ali who were perfectly cast and convincing in their roles. It was also great to see comedian Sebastian Maniscalco in this film as well.

Writer, director and producer Peter Farrelly nailed every aspect of this biography.

The score, cinematography, sets and visuals were all on point.

I&apos;m not a fan of slow paced long films, but this was was close to an exception. I feel if the pace was picked up a bit and/or the 130 min run-time edited down to around 110 mins, this would have been a perfect 10 from me.

Excellent drama and comedy perfectly positioned throughout the film.

A well deserved 8/10 from me.",https://www.imdb.com/title/tt6966692/,8.2,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']",['Peter Farrelly']
